-0.8	-0.8	0.000164064	0.000147473	0.000166929	0.000159367	0.000219034	0.000173677	0.000228485	0.00015995	-0.440048136	-0.480052677	0.628680032	0.599119828
-0.8	-0.6	0.000384239	0.00040237	0.000553862	0.000572276	0.000379097	0.000214758	0.000535246	0.00022241	-0.600837459	-0.657707029	0.335548747	0.268644302
-0.8	-0.4	0.000868953	0.000955184	0.001414175	0.001384139	0.000895118	0.000232395	0.001494354	0.00023676	-0.850616939	-0.859464877	0.188917635	0.291667005
-0.8	-0.2	0.001404108	0.001498336	0.003433713	0.003390293	0.001393991	0.00026866	0.003467567	0.000259502	-0.903850316	-0.935966741	0.134250406	0.177512199
-0.8	0	0.002927897	0.003011498	0.005080291	0.005119597	0.002927897	0.000241878	0.005072255	0.000243365	-0.959370763	-0.960341272	0.094039853	0.088215707
-0.8	0.2	0.003869295	0.003972808	0.008095772	0.008107027	0.003905762	0.000266419	0.008228024	0.000272776	-0.964200915	-0.973646323	0.0977235	0.131421036
-0.8	0.4	0.005777088	0.005834612	0.009278409	0.009127817	0.005835939	0.000249031	0.009301279	0.000245147	-0.975549683	-0.977597915	0.103836153	0.13860982
-0.8	0.6	0.008198001	0.008075863	0.009686063	0.009756947	0.008164996	0.00025664	0.009705724	0.000257431	-0.978308441	-0.978602342	0.119432072	0.065227374
-0.8	0.8	0.009513301	0.009501364	0.009789246	0.009777957	0.009581927	0.00024501	0.009779421	0.00024342	-0.978507956	-0.979948375	0.106242739	0.079358989
-0.6	-0.6	0.00104143	0.001005359	0.001076607	0.001059646	0.001030929	0.000244404	0.001085099	0.000261236	-0.83210365	-0.833994997	0.268919881	0.269233111
-0.6	-0.4	0.001630356	0.001592024	0.001915191	0.001938203	0.00159423	0.000244931	0.001929226	0.000246201	-0.910882856	-0.912053063	0.197747639	0.172104465
-0.6	-0.2	0.002278781	0.002238642	0.003472339	0.003374562	0.002283015	0.000267753	0.003523201	0.000252966	-0.938944677	-0.949901367	0.199607798	0.212700932
-0.6	0	0.003589694	0.003589757	0.005317274	0.005365223	0.003589694	0.000227621	0.005301315	0.000243899	-0.96829542	-0.968223821	0.125871614	0.079144906
-0.6	0.2	0.004501882	0.004407042	0.007158336	0.007018072	0.004508053	0.00024839	0.007100634	0.000250686	-0.971916099	-0.974420934	0.165094429	0.124888898
-0.6	0.4	0.006070741	0.006343492	0.007690659	0.00779908	0.006092987	0.000249148	0.007723844	0.000229247	-0.977241437	-0.979397822	-0.000550559	0.057869674
-0.6	0.6	0.008090007	0.008128495	0.008644682	0.008624688	0.008135287	0.000263293	0.00866517	0.000250024	-0.977817239	-0.980411342	0.092270561	0.098683961
-0.6	0.8	0.009935162	0.010003966	0.007872774	0.008088147	0.009936533	0.000269713	0.007925013	0.000290706	-0.974895672	-0.977902297	0.061780906	0.042024296
-0.4	-0.4	0.002580082	0.002613393	0.002457129	0.002618268	0.002585469	0.000261893	0.002523219	0.000238166	-0.941689088	-0.944715895	0.142166687	0.092309158
-0.4	-0.2	0.00342346	0.003298767	0.004307427	0.004550147	0.003416568	0.000223114	0.004364492	0.000253892	-0.966533565	-0.969291758	0.195234885	0.032411918
-0.4	0	0.004127075	0.004118588	0.004822845	0.004969161	0.004127075	0.000221994	0.004869721	0.000247886	-0.973077944	-0.971168653	0.120396209	0.067555389
