-0.8	-0.8	0.000810296	0.000770728	0.000405179	0.000426449	0.001080355	0.001244871	0.000630943	0.000260208	-0.380052853	-0.247508423	0.670216058	0.573440912
-0.8	-0.6	0.002034064	0.002291258	0.001222487	0.001350078	0.002209121	0.003157545	0.001625958	0.000244541	-0.326159574	-0.290030594	0.582221436	0.412661679
-0.8	-0.4	0.004473069	0.004734583	0.002879327	0.002909736	0.004507968	0.006500849	0.002962083	0.000238177	-0.302976156	-0.281586577	0.579502398	0.172942934
-0.8	-0.2	0.008264435	0.008953048	0.005135623	0.004648471	0.008276212	0.010441174	0.004766527	0.000249668	-0.395411785	-0.306691547	0.525197107	0.168542667
-0.8	0	0.01336072	0.014174851	0.00797907	0.008978201	0.01336072	0.017549006	0.009075665	0.000238628	-0.362837328	-0.32429461	0.54645107	0.114189948
-0.8	0.2	0.019717307	0.020772069	0.012333014	0.013200963	0.019688835	0.025931283	0.013422246	0.000226883	-0.357590883	-0.353156126	0.549845011	0.128408756
-0.8	0.4	0.023804641	0.027755801	0.015343386	0.015581787	0.023878077	0.03830385	0.015644906	0.00026173	-0.257579044	-0.197085893	0.569163806	0.080267155
-0.8	0.6	0.034926829	0.039428534	0.022944429	0.023425902	0.035169776	0.048067157	0.023514181	0.000275077	-0.354590766	-0.326980251	0.532743758	0.071434765
-0.8	0.8	0.050043937	0.047539297	0.028374243	0.027547058	0.050047652	0.058671502	0.027482859	0.000254829	-0.396482154	-0.325279953	0.564511773	0.036016872
-0.6	-0.8	0.004981269	0.004887996	0.001213343	0.001332132	0.005208874	0.005256323	0.001479857	0.00024705	-0.495357763	-0.287676471	0.532933874	0.326450197
-0.6	-0.6	0.008507504	0.008226081	0.002315506	0.002323774	0.008679021	0.010270093	0.002587885	0.000242078	-0.403984915	-0.233395354	0.567891141	0.319766096
-0.6	-0.4	0.014004555	0.013804062	0.004217166	0.003775159	0.014094617	0.016844449	0.004113187	0.000239674	-0.404098975	-0.270125969	0.556031218	0.29092033
-0.6	-0.2	0.021101538	0.021609714	0.005816363	0.00557976	0.021161389	0.024353531	0.005660384	0.000226723	-0.431535552	-0.232280622	0.526513414	0.135652465
-0.6	0	0.02925546	0.028090645	0.008668608	0.00912661	0.02925546	0.037830636	0.009443033	0.000236787	-0.340380507	-0.228534506	0.586082374	0.184980128
-0.6	0.2	0.032598836	0.035796446	0.011743267	0.011900492	0.032540776	0.046815582	0.012239874	0.000265868	-0.314302803	-0.288095409	0.558017517	0.167758024
-0.6	0.4	0.044723384	0.043593326	0.014562091	0.015012744	0.044730005	0.059813712	0.014945187	0.000218041	-0.323523103	-0.259398837	0.58917818	0.041681266
-0.6	0.6	0.056164332	0.061801462	0.019370079	0.020660712	0.05597502	0.077491132	0.020726966	0.000227351	-0.342783283	-0.297649275	0.544066643	0.067626472
-0.6	0.8	0.06177599	0.065764953	0.021049386	0.021876807	0.061912309	0.081002322	0.021606773	0.000262691	-0.366862617	-0.307682961	0.544711929	-0.00154105
-0.4	-0.8	0.027338569	0.026702431	0.002896944	0.002968485	0.0280617	0.031488432	0.003181238	0.000256546	-0.432238876	-0.179888647	0.552512964	0.259740334
-0.4	-0.6	0.037534703	0.035451056	0.003863352	0.00404884	0.037888924	0.038116737	0.004217602	0.000262138	-0.485315285	-0.249395044	0.533575878	0.204903081
-0.4	-0.4	0.044913695	0.047140324	0.004390157	0.004781517	0.045155189	0.049957823	0.005111812	0.000229223	-0.46194621	-0.152918597	0.505019879	0.258444887
-0.4	-0.2	0.056924242	0.050140984	0.006592733	0.00687205	0.056978786	0.057807344	0.007015294	0.000242324	-0.462113758	-0.314274967	0.563193741	0.147859714
-0.4	0	0.067284681	0.066785863	0.008082572	0.009790299	0.067284681	0.077206223	0.010177344	0.000261131	-0.424140247	-0.310715576	0.539057321	0.198800143
-0.4	0.2	0.074791126	0.077690965	0.010482819	0.00973839	0.074607635	0.087903876	0.010119711	0.000275551	-0.422483385	-0.306639834	0.523691373	0.196682578
-0.4	0.4	0.0990107	0.097146169	0.011208975	0.013643292	0.098860528	0.125572291	0.013916961	0.000251003	-0.358528284	-0.191224367	0.571208275	0.140361019
-0.4	0.6	0.108289462	0.099969995	0.012257223	0.013864512	0.107665781	0.118654218	0.014007785	0.000243681	-0.427341906	-0.279496042	0.55893953	0.104720971
-0.4	0.8	0.11426243	0.105832337	0.017024902	0.016419565	0.113702302	0.141621516	0.016536282	0.000253318	-0.354461299	-0.320235604	0.589029708	0.090398304
-0.2	-0.8	0.14864825	0.157355948	0.005364097	0.005538769	0.150144569	0.202844378	0.005938373	0.000265306	-0.343388253	-0.278421512	0.560500257	0.264865613
-0.2	-0.6	0.166020845	0.170377944	0.005809573	0.005915738	0.165833901	0.199467115	0.006115072	0.000231307	-0.409111923	-0.321561574	0.535871846	0.181046533
-0.2	-0.4	0.182613225	0.175079831	0.006546323	0.007470101	0.183000456	0.249398612	0.007542203	0.00022189	-0.304382939	-0.294214961	0.602239389	0.113628431
-0.2	-0.2	0.178887582	0.210487429	0.007410777	0.007315575	0.178880412	0.259451856	0.007333813	0.000212419	-0.335824524	-0.30908208	0.528809702	0.092400411
-0.2	0	0.182033722	0.195926783	0.008329792	0.007844902	0.182033722	0.257233304	0.007897349	0.000260484	-0.319633514	-0.35735726	0.562269362	0.109090641
-0.2	0.2	0.195221944	0.199296023	0.007279602	0.00912773	0.19521747	0.239426903	0.00913331	0.000263396	-0.392979907	-0.405940973	0.544296258	0.086709388
-0.2	0.4	0.222643923	0.214095944	0.010428267	0.009924612	0.222713454	0.321872021	0.009831223	0.000247599	-0.263478033	-0.349927675	0.617181461	0.049420225
-0.2	0.6	0.220904373	0.229910434	0.009039862	0.00964607	0.220848844	0.287495058	0.009495939	0.000243881	-0.361539435	-0.376664953	0.552495423	0.030802282
-0.2	0.8	0.219974472	0.25218997	0.010587883	0.010368754	0.220319889	0.304565207	0.010488678	0.000275757	-0.353342168	-0.41718195	0.526356977	0.116329999
