"X1"	"X2"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"
"21000"	-0.8	-0.8	7.97161082824208e-05	6.22039887126822e-05	2.88204211910527e-05	2.60080127037595e-05	0.000326166136849138	0.000379164020538879	0.000229937403195644	0.000217059537328671	-0.299598171498132	-0.245816859447085	0.91439362770435	0.942207225861863	1.16248738818111	0.943994036255092
"22000"	-0.8	-0.7	0.000107388025669656	8.55639928366909e-05	7.00757317485243e-05	6.38224723138698e-05	0.000271080393421449	0.000377630732951793	0.00027800052018089	0.000228009700993406	-0.165732523304746	-0.293557265709885	0.880053678990549	0.878167263777859	1.39305808208965	0.820177245873655
"23000"	-0.8	-0.6	0.000125345371507569	0.000184749610500735	0.000101493337140991	0.000106773482465427	0.000239638141444887	0.000375707403743566	0.00022790458543693	0.000193528777143564	-0.265601593758456	-0.299923904563473	0.717525073036863	0.749138417688885	1.56781137375819	0.849165789150482
"24000"	-0.8	-0.5	0.000333392488378468	0.000281335978565951	0.000189410891726199	0.000148392135912905	0.000466436268788507	0.000587771509236706	0.000399184116950113	0.00023397753894939	-0.325530719228657	-0.289714724759687	0.738035145610292	0.793106664364827	1.26013251663158	0.586139400377573
"25000"	-0.8	-0.4	0.000344690617560455	0.000465464447256588	0.000239153646772299	0.00023769187891188	0.000418259953967964	0.000608553117045834	0.000413063756900535	0.000283884791283186	-0.403194371879493	-0.287570081874865	0.556327179837741	0.670572698243256	1.45496385984981	0.687266279213999
"26000"	-0.8	-0.3	0.000548405539764475	0.000614431523598622	0.000386425793999493	0.000334871497555977	0.000585957144428915	0.00108917683569562	0.000485914942401966	0.000252143621164749	-0.16511556692286	-0.204806209398834	0.663867570096835	0.575933679685703	1.85879948056125	0.518904851779937
"27000"	-0.8	-0.2	0.000968358385558991	0.000631108947518409	0.0004331875962934	0.000508614408697672	0.00101505457769347	0.00124345098540608	0.000639030806602325	0.000259561642908133	-0.269535236584587	-0.201942201643457	0.724276476814738	0.478772285501126	1.22500899235547	0.406180171951649
"28000"	-0.8	-0.1	0.00101587533337046	0.000879528087537463	0.000551464858038664	0.000516386551520076	0.00102933300317963	0.00131026967682983	0.000630534400199457	0.000250500845933837	-0.326494863064634	-0.239523955546853	0.628617915187094	0.458760139789468	1.27293079380762	0.397283393030731
"29000"	-0.8	0	0.000802975956213502	0.00124275120960351	0.000621663743661834	0.000862617626382822	0.000802975956213502	0.00145300638357436	0.000911140246589629	0.000247349486576158	-0.296672158476263	-0.278071931293021	0.469022305353429	0.311620418579662	1.80952663941038	0.2714724626664
"30000"	-0.8	0.1	0.00238350313195318	0.00152614243606427	0.000756135740654881	0.000770260757681573	0.00235014629522432	0.00220189737198353	0.000878074453361316	0.000220850478815327	-0.43850722575209	-0.10432291393657	0.665087471561608	0.373170691965625	0.936919278794668	0.251516802441866
"31000"	-0.8	0.2	0.00176099243904283	0.00127142545678516	0.000865478324485575	0.00101314778049309	0.00172047243522456	0.00218385628040533	0.00109867351432288	0.000309867692812712	-0.259006217855215	-0.221757594006713	0.679155183834042	0.338826190133134	1.2693352335635	0.2820380110862
"32000"	-0.8	0.3	0.00268746850487148	0.00158846307413029	0.00119792013446056	0.00176590249378584	0.00260841260200315	0.00292878185983996	0.00184873554326575	0.000266956511736981	-0.302170910650812	-0.351001717035396	0.714325145557894	0.248954049036308	1.1228215419565	0.14439951279641
"33000"	-0.8	0.4	0.00183559355185879	0.00249591448044075	0.00133421383791517	0.00117947823955887	0.00180094070935538	0.00219719020441507	0.00154213898879499	0.000255978341614868	-0.466103599334473	-0.417536170779368	0.377588690819134	0.49231604959342	1.22002362043419	0.165989151091295
"34000"	-0.8	0.5	0.00348500887758749	0.00290958833662621	0.00232813793315769	0.00211137328918964	0.00359770417162842	0.0053674317891617	0.00220700233917345	0.000319537996208025	-0.163901637275081	-0.119600310163185	0.689013032367859	0.247189618953552	1.49190470731012	0.144783714333396
"35000"	-0.8	0.6	0.0035721805473661	0.00439053820740555	0.00193722996202521	0.00254766303682927	0.0034724634300399	0.0045218595107766	0.00262671315901415	0.000246659369800506	-0.40768526644319	-0.33944376140387	0.454727765187101	0.202323013897612	1.30220507771471	0.0939041893303192
"36000"	-0.8	0.7	0.00410737158911763	0.00196012630570538	0.00210420697828022	0.00181892964123371	0.00397541606975729	0.00491085187378732	0.00156908196816357	0.000251248979594784	-0.198327617336436	-0.108328650126295	0.783775458996834	0.00111590745610284	1.23530513224673	0.160124827569615
"37000"	-0.8	0.8	0.005136356220717	0.00450969718289902	0.00235669030549225	0.00221404415631854	0.00481665035457608	0.00484657661669667	0.00254016266259349	0.000231016658848055	-0.454440905588021	-0.331669292986547	0.533316097969807	0.363645453439466	1.00621308584132	0.09094561629852
"38000"	-0.8	0.9	0.00322258287036176	0.00480280954832466	0.00295752207699595	0.0028453974157901	0.00345309022560024	0.0058250968545399	0.00269568255396182	0.000223153806327445	-0.307598376298149	-0.257763293147204	0.498935198226176	0.0473434505080973	1.68692286444017	0.0827819306837439
"39000"	-0.7	-0.9	6.46355215570667e-05	0.000114811529893733	3.39372791510606e-05	4.89194998636463e-05	0.000241547225587496	0.000311924050384877	0.000148359810438353	0.000190374372275924	-0.302265959022707	-0.0382573710940322	0.799047008022904	0.862239692951697	1.29135844813042	1.28319368778804
"40000"	-0.7	-0.8	0.000171987427688805	0.000125075298501562	5.19913587967258e-05	7.63947723108919e-05	0.000334657295005787	0.000411594604715663	0.000204012840032179	0.000187857217086189	-0.327618168731326	-0.224936043299121	0.836854792615753	0.80573578517227	1.22989879754017	0.920810754149386
"41000"	-0.7	-0.7	0.000194107759361426	0.000286796431827155	8.91895155715073e-05	8.90363550739576e-05	0.000391802735486984	0.000554126846630723	0.000296218242662071	0.000244645627269723	-0.425775121591803	-0.314628884341733	0.707301910433423	0.839204974368869	1.41430060701843	0.825896558804509
"42000"	-0.7	-0.6	0.000323362327824022	0.000254154195361286	0.000118041136585573	0.000102332836755393	0.000393332387204358	0.000480290114820938	0.000245892177527709	0.000192644266554854	-0.480288553829523	-0.369126521678438	0.712619033929727	0.772363910521068	1.22107950030416	0.783450162960737
"43000"	-0.7	-0.5	0.000462971194068366	0.000520611216404509	0.000258557360722937	0.000254171198630185	0.000610886943946958	0.00113011918171271	0.00054273366232102	0.000308120256160254	-0.153397221905743	-0.340759608305247	0.734391847056119	0.72955822904253	1.84996453584518	0.567719081294066
"44000"	-0.7	-0.4	0.000721300920003429	0.000649235010565861	0.000314761891832976	0.0003297794043542	0.000804428470180605	0.00110722681358961	0.000541936401192953	0.000240636594047598	-0.334618013061213	-0.418086881488474	0.668824157277469	0.626924551307108	1.37641425513075	0.444031058843602
"45000"	-0.7	-0.3	0.0011019989881879	0.000812790980538112	0.000296579178572676	0.000301642714483448	0.00123974973507222	0.00170319777299634	0.000515694152299154	0.000272683197757454	-0.207913579166438	0.0454887605604983	0.732962860407323	0.648988443054454	1.37382386526352	0.528769225987404
"46000"	-0.7	-0.2	0.00150174860812573	0.0016975405757123	0.000427984525906545	0.000510666339051555	0.00148844026196589	0.00172130463947213	0.000634769654784905	0.00020240391882029	-0.482098225416674	-0.145861180578152	0.472373913688957	0.455454792156441	1.15644858813392	0.318861995520053
"47000"	-0.7	-0.1	0.00155298846070404	0.00140714401772811	0.000575000523902741	0.000454039924350186	0.00159532980920397	0.00178489307801027	0.000673394372777808	0.000244205201537405	-0.414848267545541	-0.280120820011477	0.584632705722591	0.571562114303131	1.11882387435667	0.362648117372942
"48000"	-0.7	0	0.0013992573761314	0.00216789882235768	0.00079806318781481	0.000936647903627423	0.0013992573761314	0.00261033573758827	0.00104752141260604	0.000255313025379603	-0.274683233367018	-0.326813326093025	0.481826363608081	0.354041713408746	1.86551508115341	0.243730602837447
"49000"	-0.7	0.1	0.00237006031929535	0.00206868493183315	0.00104687906931205	0.00119291263022217	0.00236703567834299	0.00308857582545851	0.0011667820432995	0.000280722027422507	-0.301279261275335	-0.240575158817116	0.626317071866259	0.22242350922849	1.3048285894958	0.240595087175547
"50000"	-0.7	0.2	0.00246376514283302	0.0017719872571556	0.00165218577758629	0.000952575514916709	0.00244402644129789	0.00250471065200508	0.00110687207926696	0.000296213668962297	-0.395574004924452	-0.523193431225301	0.641979690560069	0.393390076825956	1.02482960482005	0.267613281164766
"51000"	-0.7	0.3	0.00318445287360236	0.00355998499665432	0.000936677478315438	0.00141225095668791	0.00319052928025582	0.00355518090697839	0.00149181803933095	0.000234180133669876	-0.456059668313964	-0.260509246734354	0.472950941367978	0.26540978710392	1.11429189162412	0.156976338598842
"52000"	-0.7	0.4	0.00400928476824173	0.00338660190216308	0.00173608022759528	0.00126186390461082	0.00386816578594969	0.00467344407910295	0.00142315327523161	0.000295017650847149	-0.356436769359377	-0.168129736414517	0.606217235816556	0.352109155221836	1.20818091511958	0.207298578432556
"53000"	-0.7	0.5	0.00370624671269221	0.00407869818448142	0.00225048341130745	0.00128958742816379	0.00358174617611139	0.00555692340839576	0.00157290391546288	0.000267172224751495	-0.24623613175535	-0.262708208052117	0.567091918187504	0.424591868108339	1.55145650617509	0.169859215254652
"54000"	-0.7	0.6	0.004496144255192	0.00551493821134757	0.00264767005310163	0.00196096778298841	0.00450357061239632	0.0050077250263135	0.00204749766388771	0.000225286088591392	-0.489201435587647	-0.436274332433584	0.420761120543662	0.229556430488642	1.11194548888153	0.110029961237478
"55000"	-0.7	0.7	0.0050992494126784	0.00521728943295758	0.00310645215531539	0.00261469893963695	0.00513441867353712	0.00615443192028221	0.00253604898634166	0.000209678200758398	-0.411075353620916	-0.406066239806594	0.540045999018331	0.0898420135633088	1.19866187617349	0.0826790814718712
"56000"	-0.7	0.8	0.00602974625723022	0.00584590875211785	0.0031423086893761	0.00363671213307398	0.00587055617695803	0.00824866025649689	0.00380313554385535	0.000212873175661021	-0.262230003296161	-0.422152291427299	0.594453444520831	0.210774256993138	1.40509008139176	0.0559730709585032
"57000"	-0.7	0.9	0.00719763690565974	0.00381792864951796	0.00234099444462893	0.00245211000174036	0.00725352954783785	0.00664444180110652	0.00211725072716553	0.000193501665355849	-0.434198992767843	-0.225599517750988	0.725986312920861	-0.110423293616684	0.916028777064417	0.091392891202309
"58000"	-0.6	-0.9	0.000275093692844478	0.00036020370843177	7.64844137838089e-05	5.48982954150095e-05	0.000590066219802784	0.00076573936708037	0.000288625740928506	0.000245349801293752	-0.459322820191345	-0.174394229711776	0.740567838969785	0.900150575952712	1.2977176821549	0.850062092537082
"59000"	-0.6	-0.8	0.000479656228234045	0.000469494610210502	6.97589654167673e-05	0.000135577946418879	0.000710334080651429	0.000953216031751848	0.000286623138809155	0.000180472682320515	-0.301060570247125	0.0736039069484174	0.725550295936155	0.728812132131509	1.34192636636226	0.629651475698479
"60000"	-0.6	-0.7	0.000747563071092719	0.000621054602252472	8.10071036966691e-05	0.000125978440508192	0.000933894488960749	0.00096623846582198	0.000294149080416633	0.000248924368979094	-0.546394147473149	-0.0400826279704748	0.673249571355812	0.770703874602301	1.0346334379778	0.846252412642313
"61000"	-0.6	-0.6	0.000812551981020712	0.000647612594664954	0.00021107085846758	0.000349810208505615	0.00094795886095368	0.00135374890232505	0.000465510348518426	0.000268189659716368	-0.20331126540193	-0.166422077276163	0.730073682679582	0.54323893912355	1.42806714308587	0.576119651410395
"62000"	-0.6	-0.5	0.00148828376643083	0.00138956217613727	0.00028397097270302	0.000253513731036046	0.00159466079894967	0.00178708286786897	0.000503548176377854	0.00027087343073144	-0.493758952653912	-0.18590183718794	0.590054871525812	0.705224205790599	1.12066645712119	0.537929523804256
"63000"	-0.6	-0.4	0.000985328293119109	0.00105594813008629	0.000208829967064742	0.000341872600148776	0.0010839061325876	0.00122844488821455	0.000405544827615217	0.000184535872808458	-0.455694242350058	-0.26839833319124	0.544408949352386	0.45365543672519	1.13334988268947	0.455031997063336
"64000"	-0.6	-0.3	0.00144980812300157	0.000981697827065053	0.000593535255130954	0.000384967000055333	0.0015150731600358	0.00171225234024584	0.000683565340420364	0.00027469588002345	-0.370272874183802	-0.48669801514516	0.697119240344723	0.661502481804926	1.13014498930559	0.401857531065755
"65000"	-0.6	-0.2	0.00131057435126201	0.00211274054179534	0.000446257313972238	0.000492125164780545	0.00136667440299545	0.00283543731092564	0.000767391422653322	0.000287788843416796	-0.224549668368856	-0.15219357196305	0.5306926191	0.599067079708258	2.07469848320199	0.375022231056142
"66000"	-0.6	-0.1	0.00158175550611399	0.0019352084946462	0.000633577709135614	0.000579841879667437	0.00160554419649861	0.0023729156101398	0.000787033424829755	0.000231572718276608	-0.334726872517857	-0.251416627706404	0.52340698195338	0.513879114279545	1.47795097470047	0.294234921886196
"67000"	-0.6	0	0.0022529934482694	0.00319197575172011	0.00110080952722446	0.00082979272575365	0.0022529934482694	0.00345056936706341	0.00104605650108882	0.000288673496810539	-0.371854016937719	-0.403758076833328	0.450394310936635	0.459437463802361	1.53154878000818	0.275963579892733
"68000"	-0.6	0.1	0.00272720870089764	0.00288723220215273	0.000842269023779887	0.000695607690076075	0.00271729201889246	0.003037333589524	0.000889764199254513	0.000189419187963623	-0.451802309188132	-0.321892823419963	0.499048648127089	0.46716644191531	1.1177796013113	0.212886951534269
"69000"	-0.6	0.2	0.002422329457199	0.00287972153424245	0.000902875449330663	0.000784375022251837	0.0024148018317267	0.00336724757162167	0.000756878963080558	0.000242994666036501	-0.359003153449829	-0.189073401122581	0.50890674139265	0.251248156432577	1.39441983494518	0.321048249309894
"70000"	-0.6	0.3	0.0045782473159428	0.00358093599257228	0.00149327600450963	0.00144235843355537	0.00453506703214612	0.00472021457462176	0.00138723543448164	0.000290959591666944	-0.412077641575042	-0.373723624889697	0.613215413565351	0.185605041998976	1.04082575652427	0.209740599493601
"71000"	-0.6	0.4	0.00664553995841483	0.00479795925258731	0.00156619373090168	0.00177410290853841	0.00644959352002769	0.00811457031613763	0.00197184768024133	0.00031087091142148	-0.255371243441764	-0.210258293126463	0.674989295984711	0.32481271875435	1.25815220617233	0.157654627452478
"72000"	-0.6	0.5	0.00404218376651594	0.00551311575775032	0.00132335070244875	0.00117793608027849	0.00405677438347856	0.00468925672963223	0.00141376080463879	0.000238754886027919	-0.504085077859792	-0.252657244058056	0.370614072309685	0.408427501139847	1.15590769571251	0.168879265321632
"73000"	-0.6	0.6	0.00389399233875559	0.00510803425104416	0.00198692161582526	0.0014114754171127	0.00367198399187534	0.00566345289696011	0.00176087696316032	0.000297088479841549	-0.303506083945302	-0.473790679834372	0.463503035148431	0.446914475463007	1.5423413907825	0.168716205650366
"74000"	-0.6	0.7	0.00660742220463291	0.0052208969265016	0.00202075979120226	0.00141267069855071	0.00655200122378218	0.00734166252029434	0.00148574902792033	0.000211863786119294	-0.360590930228092	-0.208520500782606	0.625235286872876	0.253936749830686	1.12052215339122	0.142597290752295
"75000"	-0.6	0.8	0.00541295744351849	0.00723521512959772	0.0025399491329928	0.00205158993537003	0.00513939143061121	0.00724040043857549	0.00237819208459253	0.000272104081300305	-0.382244221104184	-0.449003260634939	0.421679524141024	0.372128377572541	1.40880501832382	0.11441635983198
"76000"	-0.6	0.9	0.00749813190616169	0.00977657152373506	0.00269081702838354	0.00214440045472872	0.00757731185523881	0.0112786347293748	0.00229615343461382	0.000208512116803163	-0.322332702086798	-0.160581995932219	0.491066281027381	0.260331122975861	1.48847440158834	0.0908093133759732
"77000"	-0.5	-0.9	0.00067410965052388	0.00119977822668436	0.000219933202029959	0.000165341195342348	0.00093256441846106	0.00145404830476677	0.000351012921636243	0.000257761240572769	-0.430951383560483	-0.20288236240516	0.509602239163954	0.737102056789734	1.55919341975997	0.734335475090825
"78000"	-0.5	-0.8	0.00117673630769465	0.00100469761717613	0.000181601946055001	0.000185897758984519	0.00140916892115313	0.00166817175580906	0.000353163770779419	0.000194126405991876	-0.436238814646745	-0.288743487982063	0.675915819106405	0.690110541306592	1.18379828760627	0.549678143835212
"79000"	-0.5	-0.7	0.00110595947372204	0.000922187123342084	0.000348474589446243	0.000244112345110958	0.0013887811645322	0.0012463222960547	0.000380614511009127	0.000242888139685154	-0.46665968858069	-0.407904702080297	0.650989621516312	0.623893424559201	0.897421658562395	0.638147345042578
"80000"	-0.5	-0.6	0.00146366981169169	0.00166540918492162	0.000307008376994104	0.000202701497008469	0.00161507331036717	0.00197809092714425	0.000444092114698134	0.000301489523754186	-0.493985672196182	-0.261378978040939	0.539265465177854	0.741824744992122	1.2247685070683	0.67888961270821
"81000"	-0.5	-0.5	0.00173021982445521	0.00189281755860995	0.000309920133506032	0.000447897225764073	0.00200974100824777	0.00220697286983156	0.000500258152177643	0.000274272747789758	-0.477049241753059	-0.417272494784048	0.55171934012125	0.44090248283191	1.09813794950413	0.548262425301493
"82000"	-0.5	-0.4	0.00226899501393228	0.00270906099115693	0.000294089498663544	0.000488524928361585	0.00234806395223278	0.00277902495817185	0.000497595828586452	0.000260635472682777	-0.474133884642217	-0.0914704389824162	0.473293054353036	0.374460562895748	1.18353887062116	0.523789504874224
"83000"	-0.5	-0.3	0.00270724575441649	0.00285326922923906	0.000375141853207568	0.00040582690563317	0.00292386168332304	0.00315589624914143	0.000819452597225933	0.00035693845667384	-0.495418446390708	-0.34678423252863	0.531080533190177	0.712393936691204	1.07935894065778	0.435581579559541
"84000"	-0.5	-0.2	0.00308061639618356	0.00259457751698739	0.000420648592660541	0.000691801114134355	0.00309095591084323	0.0037569439099442	0.000689964070090904	0.000305426420502012	-0.350819021052846	-0.0573107347780968	0.624071769108198	0.330666375934699	1.21546344183191	0.442670037095949
"85000"	-0.5	-0.1	0.00361480665267278	0.0029271727612142	0.000669198022495931	0.000742194603622778	0.0036218947205623	0.00461832936121743	0.000931570351592061	0.000277926448516657	-0.302524716098934	-0.152724527185071	0.649536638153287	0.459192788257547	1.27511419230331	0.298341878358063
"86000"	-0.5	0	0.00420506413921273	0.00389302251371188	0.000711646374660413	0.000825245974275653	0.00420506413921273	0.00494746831728436	0.00100123233754884	0.000197746598612882	-0.389346280921997	-0.246742407037783	0.57655064418098	0.419961484381283	1.17655002480191	0.197503207993654
"87000"	-0.5	0.1	0.00445337368986826	0.00472958844485704	0.00118109345958272	0.000821249976424262	0.00441855821681822	0.0057118838790115	0.00097281984856264	0.000288099100910292	-0.371657260051492	-0.289584965508676	0.537529666225199	0.4152490622749	1.29270309425154	0.296148460926207
"88000"	-0.5	0.2	0.00456371762929291	0.00527107047050979	0.000783924788188892	0.00106952755751481	0.00444581230983663	0.00513465497536964	0.00117724211508067	0.000249983436786189	-0.463788847411516	-0.36668150433664	0.450977936857957	0.329684095801302	1.1549419133167	0.212346664788711
"89000"	-0.5	0.3	0.00629886474315154	0.00597509691624876	0.00128999662390606	0.00181608745565625	0.0062413227716923	0.00723136972397353	0.00202749382442424	0.000256981570141368	-0.399691621435817	-0.402960413333285	0.558011835498774	0.324447885809273	1.15862774422942	0.126748386133479
"90000"	-0.5	0.4	0.00666629581242256	0.00465113615207794	0.000907959678763559	0.00104507168310662	0.00641908482981812	0.00649045721421921	0.0012396495387769	0.000194690345951842	-0.406241248513953	-0.243985066919106	0.639723088544604	0.396184301579162	1.01111877881245	0.15705273132593
"91000"	-0.5	0.5	0.00742426096560395	0.00747515973639923	0.00195954103796041	0.00121607044471683	0.00728957692015029	0.00999315979743789	0.00147515616930682	0.000190251351062613	-0.314889572522362	-0.211871795905717	0.574551750837572	0.424091320402213	1.37088337319196	0.128970311768422
"92000"	-0.5	0.6	0.00810785527349104	0.00619155094280054	0.00177015426436245	0.00102915489906319	0.00832439398805101	0.00912560046952717	0.00107930670830316	0.000233572533595696	-0.359812143454458	-0.10256220640283	0.645864358015573	0.282542171802207	1.09624802509663	0.216409785836419
"93000"	-0.5	0.7	0.00871543779099603	0.00957866791174526	0.00138990016609324	0.00178909623525444	0.00860132027959956	0.0106692866789727	0.00188500776511776	0.000226565210835944	-0.392825185416573	-0.166367822192938	0.505860101138064	0.24672616934686	1.24042429907859	0.120193250674376
"94000"	-0.5	0.8	0.00958325603440198	0.00804732430349453	0.00252805984037607	0.00172632664263235	0.0097227782751531	0.0117294877931734	0.0016321648483012	0.000215642623306694	-0.32737579816369	-0.266773362055365	0.627624980918338	0.102383138347996	1.20639260314601	0.132120614857709
"95000"	-0.5	0.9	0.00827793155734	0.00943584852992493	0.00166015480509433	0.00150909502729624	0.00816477232044539	0.00899119408493913	0.00155815962424912	0.000217868102482147	-0.478139338487197	-0.238852696928377	0.45051910244032	0.229070405184904	1.10121798037458	0.139823994340206
"96000"	-0.4	-0.9	0.00326473551248299	0.00300284768137111	0.000169620642014898	0.000128402560858186	0.00377061532069143	0.00293966474404542	0.000367446674290302	0.000231617441791238	-0.671908477643319	-0.238499931908628	0.556785898535419	0.80667006174115	0.779624675026879	0.630343007563182
"97000"	-0.4	-0.8	0.00217538566449386	0.00206103866409272	0.000240043395145478	0.000279723812731712	0.00244586817617807	0.00267270953079338	0.000373485782946432	0.000236592355627974	-0.421463361320096	-0.0806888851889017	0.597928991554143	0.555664447812275	1.0927447181433	0.633470847970424
"98000"	-0.4	-0.7	0.00354474798394074	0.00341218955469781	0.000508102339068943	0.000387584678897616	0.00396836294628389	0.00638547223116971	0.000588002013997513	0.000245103315719846	-0.182029757865917	-0.106466964689749	0.689493600882569	0.586778028552649	1.60909481254714	0.41684094592384
"99000"	-0.4	-0.6	0.00391747084712897	0.00347681877048758	0.000402910985152184	0.000368816756614254	0.00459733437695139	0.00423719501474158	0.000635825576749736	0.000324169413486755	-0.512003824956604	-0.339996695767372	0.606955686712657	0.651078606540984	0.921663439575908	0.50984015953537
"100000"	-0.4	-0.5	0.00355525141866317	0.00488639614675857	0.000354524636130072	0.000488339619843092	0.0035686090404491	0.00473780543112313	0.000663936460871201	0.000225510399914852	-0.480951356261921	-0.17870653827813	0.415872631999673	0.518303282515674	1.32763364588879	0.339656598492787
