"X1"	"X2"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"
"1000"	-0.9	-0.9	4.11420557135502e-06	2.48112623725443e-06	5.68946103899846e-06	4.13592779034947e-06	0.000175206231313386	0.000175515728019109	0.000168652745854454	0.000183446871832592	-0.218767027061901	-0.32169823898031	0.992926047033545	0.989127026404317	1.00176647088064	1.0877194492339
"2000"	-0.9	-0.8	8.6830797869448e-06	1.4865678849187e-05	2.00458611402369e-05	2.12692975436269e-05	0.000192830661460046	0.00022647425017467	0.000225909122940433	0.000277814800328248	-0.0849538578673409	-0.255362736644925	0.96766675661911	0.962901592555189	1.17447219472197	1.2297635292998
"3000"	-0.9	-0.7	0.000101110300199273	5.74000741893638e-05	4.63436450519849e-05	6.59221945602149e-05	0.000250780875205603	0.000290153712908574	0.000249082124446407	0.000317050493609639	-0.416951760119775	-0.0983132490655362	0.896264531449105	0.889994339168055	1.15700095818986	1.27287533906455
"4000"	-0.9	-0.6	6.98052284813759e-05	5.3560658177997e-05	0.000163221001028796	8.77817283151954e-05	0.000104662305013247	0.000171636397503241	0.000262815487465742	0.000218306478260194	0.012825993074871	-0.340894025359784	0.830930238483573	0.821068878317164	1.63990653064174	0.830645409695083
"5000"	-0.9	-0.5	0.000127272277657324	0.000146578482353872	0.000161668087474343	0.000189889910325518	0.000242427417958046	0.000298262007323709	0.000347903387078843	0.000330480248536061	-0.365070396383595	-0.432758711380714	0.732822275225546	0.720322384794528	1.23031466422385	0.949919606448577
"6000"	-0.9	-0.4	0.000154039756904424	0.000136672611603921	0.000375597413191716	0.000404135502798512	0.000190759571215099	0.000253136866678239	0.000435425247924079	0.000363575409651919	-0.189800773334775	-0.489452341143591	0.699043222204233	0.496209140620612	1.3269943157547	0.83498926942177
"7000"	-0.9	-0.3	0.000204305284251393	0.000249436795688001	0.000601521867034549	0.000578723477728215	0.000246791564253934	0.00039796650416914	0.000824282809018146	0.000428150663933355	-0.165481770355891	-0.510291546475474	0.630712987257852	0.567030686785156	1.61256121282839	0.519422046959043
"8000"	-0.9	-0.2	0.000335272306534412	0.000428359244644478	0.000875538620470702	0.000679633819465162	0.000346540788636569	0.000292322941009616	0.00090220427306807	0.00051206722809171	-0.622955587704217	-0.584871816482157	0.330691268671882	0.540414849677908	0.843545552486712	0.56757349014803
"9000"	-0.9	-0.1	0.000480881535126055	0.000477825212447582	0.00112293114979707	0.00111674489677272	0.000482501269901129	0.000357750663866709	0.00110894211752264	0.000496863464988585	-0.632715980321104	-0.691362211194823	0.436164947081709	0.329427450988446	0.741450201654426	0.448051757740583
"10000"	-0.9	0	0.00054596224521324	0.000660448985280325	0.00151548451701995	0.00130272515247985	0.00054596224521324	0.000376781927765282	0.0013916582493616	0.000407104780488888	-0.690801295270513	-0.744938433026772	0.289157185957356	0.329507606504284	0.690124511481779	0.292532150530233
"11000"	-0.9	0.1	0.000738636337309995	0.000661365580554027	0.00123213958120619	0.00140685405836282	0.00072944786802143	0.000421677265730707	0.00147732652830158	0.000417902268186759	-0.683501972898276	-0.777696881626588	0.44153557120799	0.310776079219492	0.578077316031471	0.282877387077861
"12000"	-0.9	0.2	0.00101144622266401	0.000867753426508414	0.00192826272719289	0.00178897451077633	0.000997650164381771	0.000507246631939855	0.00167626926719107	0.000466680073973099	-0.710829602075336	-0.790392737275446	0.447825116172386	0.200106348119195	0.508441385617561	0.278404002929144
"13000"	-0.9	0.3	0.00126484824545154	0.00128230828854252	0.00127522407754092	0.00108342825968794	0.0012635864999761	0.000426162130665497	0.00113302557866626	0.000368128064560079	-0.816479271300118	-0.710369759164308	0.27761575933021	0.323401142487064	0.337263915587542	0.324907108446237
