"V1"	"V2"	"V3"	"V4"	"V5"
"1"	100	1	-0.0754218988286993	-0.0152060237718676	-0.0906279226005668
"2"	100	1	-0.268096222296902	0.342628015553324	0.0745317932564221
"3"	100	1	0.0901747733364518	-0.179934020023178	-0.0897592466867266
"4"	100	1	-0.296592991495456	0.311669139364423	0.0150761478689663
"5"	100	1	0.256816499471591	-0.25985507752382	-0.00303857805222943
"6"	100	1	0.129351826120549	-0.134911266239959	-0.00555944011941046
"7"	100	1	-0.263958137900736	0.297940949229367	0.0339828113286313
"8"	100	1	-0.371781353526011	0.385420350061699	0.0136389965356871
"9"	100	1	0.812573220487449	-0.741121771457048	0.0714514490304002
"10"	100	1	-0.149633948867196	0.128113192571704	-0.0215207562954915
"11"	100	1	-0.440819354874078	0.316495872812897	-0.124323482061181
"12"	100	1	-0.17611316788243	0.2730142643002	0.0969010964177703
"13"	100	1	0.1077914081403	-0.0368299560824761	0.0709614520578244
"14"	100	1	0.215141765132497	-0.277891026340109	-0.0627492612076125
"15"	100	1	0.0364598471401709	-0.0267081068239121	0.00975174031625889
"16"	100	1	0.166715737669262	-0.185969314996885	-0.0192535773276232
"17"	100	1	0.248028831881438	-0.251259036015113	-0.00323020413367569
"18"	100	1	0.301974642550136	-0.318826529883368	-0.016851887333232
"19"	100	1	-0.136157394835556	0.155863797951825	0.0197064031162693
"20"	100	1	0.101182058937028	-0.0776780317633176	0.0235040271737101
"21"	100	1	0.0771459024445484	-0.112504296678032	-0.0353583942334834
"22"	100	1	0.194058842500897	-0.173367620058958	0.0206912224419393
"23"	100	1	0.302095942865974	-0.28588012079621	0.0162158220697637
"24"	100	1	-0.270875450086841	0.255638612510457	-0.0152368375763834
"25"	100	1	0.101191206562342	-0.152348685629457	-0.0511574790671148
"26"	100	1	-0.160967945973333	0.207999989472606	0.0470320434992728
"27"	100	1	-0.272289375241418	0.320352656438528	0.0480632811971096
"28"	100	1	-0.192228837497922	0.234701861665069	0.0424730241671477
"29"	100	1	0.432957830000772	-0.432928977779401	2.88522213705725e-05
"30"	100	1	-0.248195931354144	0.258035365798836	0.00983943444469207
"31"	100	1	-0.0223202308062616	-0.0564711543529212	-0.0787913851591828
"32"	100	1	-0.0923216238223071	0.0657432371911336	-0.0265783866311735
"33"	100	1	0.219772017770455	-0.270267946595902	-0.0504959288254473
"34"	100	1	0.0663518859685042	-0.0556880753595528	0.0106638106089514
"35"	100	1	0.0206268924631806	-0.0773819306141159	-0.0567550381509353
"36"	100	1	-0.0845056203357739	0.100444498278018	0.0159388779422443
"37"	100	1	0.00544867964170577	-0.0249858871687263	-0.0195372075270205
"38"	100	1	0.00550939859160255	-0.0990279357106412	-0.0935185371190386
"39"	100	1	-0.210729029491247	0.077379542957192	-0.133349486534055
"40"	100	1	-0.175629950994175	0.17063112897218	-0.00499882202199481
"41"	100	1	0.432671961854085	-0.435840671905813	-0.00316871005172799
"42"	100	1	0.216661970894663	-0.177894642893681	0.0387673280009816
"43"	100	1	0.139136264477631	-0.182276788793705	-0.0431405243160737
"44"	100	1	-0.126125439011497	0.103050879118783	-0.0230745598927137
"45"	100	1	-0.00341285279523842	-0.0247630216574961	-0.0281758744527345
"46"	100	1	-0.222294388420207	0.281853812971558	0.0595594245513519
"47"	100	1	-0.344459802942118	0.285043997746682	-0.059415805195436
"48"	100	1	0.570115064876315	-0.523352664452267	0.0467624004240481
"49"	100	1	-0.173727445610738	0.150579477323137	-0.023147968287601
"50"	100	1	-0.0788281133453702	0.16521390995085	0.0863857966054803
"51"	100	1	0.249603866007516	-0.168216759276694	0.081387106730822
"52"	100	1	0.0415148321752281	-0.0664211136377175	-0.0249062814624894
"53"	100	1	0.46604381492444	-0.501758662697832	-0.0357148477733917
"54"	100	1	-0.113290519631394	0.0502309791898625	-0.0630595404415318
"55"	100	1	-0.240716274200274	0.189045026817312	-0.0516712473829614
"56"	100	1	-0.407183066350819	0.480014630259737	0.0728315639089174
"57"	100	1	0.440934437894735	-0.412886017287272	0.0280484206074634
"58"	100	1	-0.153341244067676	0.240376422580899	0.0870351785132234
"59"	100	1	0.387806560719051	-0.392686654564104	-0.00488009384505268
"60"	100	1	0.0567324190533357	-0.0582926465525446	-0.0015602274992089
"61"	100	1	-0.343817427176213	0.340167978553982	-0.00364944862223115
"62"	100	1	-0.12857967778714	0.158851279616336	0.0302716018291957
"63"	100	1	0.137991109843717	-0.0959312741711257	0.0420598356725912
"64"	100	1	-0.473383092439337	0.423171351973509	-0.0502117404658279
"65"	100	1	-0.396351027871616	0.291968647327209	-0.104382380544407
"66"	100	1	-0.295149295589079	0.208148505656108	-0.0870007899329715
"67"	100	1	0.235169325904209	-0.29613256430463	-0.0609632384004217
