"V1"	"V2"	"V3"	"V4"	"V5"
"1"	100	1	-0.069463126789252	0.0629888463393076	-0.0064742804499444
"2"	100	1	-0.309610715056862	0.346648006224826	0.0370372911679641
"3"	100	1	0.14096151206222	-0.145334830972748	-0.00437331891052711
"4"	100	1	-0.335104150213454	0.400516092418318	0.0654119422048641
"5"	100	1	0.256379220179633	-0.276226322369926	-0.019847102190293
"6"	100	1	0.0500999085076732	-0.0503830872655752	-0.000283178757901949
"7"	100	1	-0.237911841152023	0.280694091427181	0.0427822502751577
"8"	100	1	-0.350142202537094	0.34803628347476	-0.00210591906233432
"9"	100	1	0.871759175954001	-0.8291500776474	0.0426090983066015
"10"	100	1	-0.192726919267104	0.1880247492531	-0.00470217001400426
"11"	100	1	-0.50448335085208	0.417885794066782	-0.0865975567852978
"12"	100	1	-0.228000370403046	0.329744837593153	0.101744467190106
"13"	100	1	0.185144212864401	-0.111400971594364	0.0737432412700366
"14"	100	1	0.298423501504762	-0.329753107192746	-0.0313296056879845
"15"	100	1	-0.0086730427280326	0.0902052475718986	0.081532204843866
"16"	100	1	0.143832790344035	-0.0881485910050473	0.0556841993389876
"17"	100	1	0.232067633932717	-0.199917124941701	0.0321505089910165
"18"	100	1	0.352109960725139	-0.415450609113146	-0.0633406483880067
"19"	100	1	-0.129478439438503	0.0635946442780378	-0.0658837951604647
"20"	100	1	0.06318292926759	-0.0360940705107863	0.0270888587568037
"21"	100	1	0.0603223939955223	-0.127447006870259	-0.0671246128747364
"22"	100	1	0.236831962099441	-0.201601274226758	0.0352306878726827
"23"	100	1	0.323504971542359	-0.27022889465458	0.0532760768877791
"24"	100	1	-0.237929117409449	0.277720464615035	0.0397913472055858
"25"	100	1	0.0558323094756449	-0.189912170537468	-0.134079861061823
"26"	100	1	-0.176707104214271	0.225702180270921	0.0489950760566506
"27"	100	1	-0.344098959984074	0.352888838002459	0.00878987801838538
"28"	100	1	-0.235557249598508	0.24641561952497	0.0108583699264617
"29"	100	1	0.445165236146102	-0.445421003473803	-0.000255767327701387
"30"	100	1	-0.29034546700585	0.340106165271641	0.0497606982657915
"31"	100	1	-0.0123376748269309	0.0233807853152894	0.0110431104883585
"32"	100	1	-0.0594586236842021	-0.0183600480579256	-0.0778186717421277
"33"	100	1	0.22276965674601	-0.212996770933658	0.00977288581235226
"34"	100	1	0.0901552798042294	-0.114525574064315	-0.0243702942600861
"35"	100	1	0.0746508154455265	-0.201090607203601	-0.126439791758075
"36"	100	1	-0.0994990815870008	0.185821018170977	0.0863219365839758
"37"	100	1	0.117872248407054	-0.0917936562058657	0.0260785922011885
"38"	100	1	-0.0749755567555899	-0.0179012593701794	-0.0928768161257693
"39"	100	1	-0.155309461660089	0.042401943542517	-0.112907518117572
"40"	100	1	-0.141004902433537	0.0589132956237469	-0.0820916068097903
"41"	100	1	0.466594354958499	-0.456538285237772	0.0100560697207272
"42"	100	1	0.184619905190033	-0.106823704241607	0.0777962009484257
"43"	100	1	0.0401104925495393	-0.143696624599195	-0.103586132049655
"44"	100	1	-0.0288392106437578	-0.0329054583480827	-0.0617446689918406
"45"	100	1	0.0111827315531714	-0.0387317127398335	-0.027548981186662
"46"	100	1	-0.230601381070904	0.206920358762175	-0.0236810223087288
"47"	100	1	-0.329911393424735	0.375477209481978	0.0455658160572429
"48"	100	1	0.600729836726758	-0.510775607573713	0.0899542291530455
"49"	100	1	-0.216749183973378	0.238694690707236	0.0219455067338576
"50"	100	1	-0.090324411931659	0.180810459081134	0.0904860471494748
"51"	100	1	0.266102780753142	-0.146965940430706	0.119136840322436
"52"	100	1	0.0604699297006972	-0.110319313028887	-0.0498493833281899
"53"	100	1	0.452044938450444	-0.584951340298103	-0.13290640184766
"54"	100	1	-0.148788187919915	0.00338137015648224	-0.145406817763433
"55"	100	1	-0.238502701608694	0.236002668674733	-0.00250003293396109
"56"	100	1	-0.390241767126145	0.459142942970287	0.0689011758441417
