"V1"	"V2"	"V3"	"V4"	"V5"
"1"	100	1	-0.0814436559067064	0.00764599843860032	-0.0737976574681061
"2"	100	1	-0.286878182054927	0.356503645458678	0.0696254634037516
"3"	100	1	0.127668629949487	-0.164035293031008	-0.0363666630815208
"4"	100	1	-0.291721857803219	0.301087297417125	0.00936543961390579
"5"	100	1	0.268952707331359	-0.282710704098875	-0.0137579967675153
"6"	100	1	0.0970386986567746	-0.103262110872731	-0.00622341221595635
"7"	100	1	-0.231421022391716	0.240080959315116	0.00865993692340045
"8"	100	1	-0.367721327048136	0.378336633735638	0.0106153066875019
"9"	100	1	0.817994692303286	-0.750492628746039	0.0675020635572471
"10"	100	1	-0.168701872739417	0.15225132691861	-0.0164505458208073
"11"	100	1	-0.434187919111184	0.334947500190686	-0.0992404189204978
"12"	100	1	-0.191682223696638	0.263462104467253	0.0717798807706153
"13"	100	1	0.102126224166814	-0.0235217415378826	0.0786044826289314
"14"	100	1	0.234986251977363	-0.291921766881213	-0.0569355149038502
"15"	100	1	0.0034487173444245	-0.0102601139665077	-0.00681139662208319
"16"	100	1	0.157264083150427	-0.118691846929828	0.0385722362205996
"17"	100	1	0.250746313770205	-0.270761425570609	-0.0200151118004041
"18"	100	1	0.294471028567369	-0.309952276100482	-0.015481247533113
"19"	100	1	-0.147144986620806	0.172616513785538	0.0254715271647318
"20"	100	1	0.103886435671244	-0.0753491237350021	0.0285373119362418
"21"	100	1	0.0962475638106012	-0.109041667587405	-0.0127941037768039
"22"	100	1	0.206393658816679	-0.167175877570632	0.0392177812460472
"23"	100	1	0.27293645435336	-0.252591546719004	0.020344907634356
"24"	100	1	-0.271362340378584	0.248971448449694	-0.0223908919288902
"25"	100	1	0.115630603775935	-0.173884272938067	-0.0582536691621319
"26"	100	1	-0.148528629342365	0.185388538908789	0.0368599095664241
"27"	100	1	-0.267516110391601	0.271893790789844	0.00437768039824343
"28"	100	1	-0.206472726703693	0.204291270958066	-0.002181455745627
"29"	100	1	0.422695229243974	-0.421034572118372	0.00166065712560243
"30"	100	1	-0.245323180464592	0.275705015754361	0.0303818352897693
"31"	100	1	-0.00481156972084042	-0.0547628539320705	-0.0595744236529109
"32"	100	1	-0.0627388559773621	0.0540633224346427	-0.00867553354271942
"33"	100	1	0.212991369034268	-0.27241774765748	-0.0594263786232118
"34"	100	1	0.0642097327797334	-0.0332041390479688	0.0310055937317647
"35"	100	1	0.019894484270734	-0.0738410602872956	-0.0539465760165616
"36"	100	1	-0.0727112214964455	0.110926788332161	0.0382155668357155
"37"	100	1	0.0228413465723266	-0.0386067012595563	-0.0157653546872297
"38"	100	1	-0.0022677402037739	-0.0742625229746672	-0.0765302631784411
"39"	100	1	-0.196362982966255	0.078011906822672	-0.118351076143583
"40"	100	1	-0.151210963136533	0.158047202072765	0.00683623893623217
"41"	100	1	0.471530977153376	-0.480631284986976	-0.00910030783359983
"42"	100	1	0.186497507970881	-0.127824758786795	0.0586727491840865
"43"	100	1	0.133856552440366	-0.189535967990398	-0.0556794155500319
"44"	100	1	-0.138124025894461	0.0767947081952695	-0.0613293176991919
"45"	100	1	0.0208403509510069	-0.0516618600013118	-0.0308215090503049
"46"	100	1	-0.225881391485394	0.270450684517129	0.0445692930317348
"47"	100	1	-0.353755084848411	0.282276573089679	-0.0714785117587312
"48"	100	1	0.557423174651467	-0.475395168358786	0.08202800629268
"49"	100	1	-0.176503776244527	0.149299336630648	-0.0272044396138792
"50"	100	1	-0.0660439671438293	0.157881416390353	0.0918374492465237
"51"	100	1	0.25152354972699	-0.15147441283267	0.10004913689432
"52"	100	1	0.0522984746368108	-0.0688073710510273	-0.0165088964142165
"53"	100	1	0.460430972182806	-0.498948245277377	-0.038517273094571
"54"	100	1	-0.120606849757654	0.0416930574692617	-0.0789137922883923
"55"	100	1	-0.223224359975834	0.183857257245826	-0.0393671027300076
"56"	100	1	-0.403073877297214	0.443502607706194	0.0404287304089803
"57"	100	1	0.451518516367998	-0.413678261451524	0.037840254916474
"58"	100	1	-0.165066842756761	0.222197376431838	0.0571305336750773
"59"	100	1	0.416518155541855	-0.413639632258391	0.00287852328346427
"60"	100	1	0.0542760673468974	-0.0366836408211908	0.0175924265257065
"61"	100	1	-0.388344482118552	0.345620444242863	-0.042724037875689
"62"	100	1	-0.144257248409708	0.177357584152513	0.0331003357428057
"63"	100	1	0.134971889403944	-0.124522175109658	0.0104497142942859
"64"	100	1	-0.441735356878917	0.390270298786484	-0.0514650580924332
"65"	100	1	-0.375744207080977	0.289755557605612	-0.0859886494753648
"66"	100	1	-0.298303064817749	0.234646955669987	-0.0636561091477625
"67"	100	1	0.194418456899932	-0.2562686405368	-0.0618501836368681
"68"	100	1	-0.306989172965246	0.221364612625021	-0.0856245603402254
"69"	100	1	-0.0482044126542069	0.0485076962079061	0.000303283553699248
"70"	100	1	0.311283401643798	-0.317852009586539	-0.00656860794274039
"71"	100	1	0.260091575381771	-0.162288880323049	0.0978026950587219
"72"	100	1	0.938324024844307	-0.798773026560862	0.139550998283444
"73"	100	1	-0.25482243303528	0.233131121483982	-0.0216913115512984
"74"	100	1	-0.200571775839676	0.293810951769114	0.0932391759294375
"75"	100	1	0.0826495968504454	-0.0544640810732242	0.0281855157772212
"76"	100	1	0.164167146922507	-0.0981815275938286	0.0659856193286785
"77"	100	1	-0.281807056241519	0.252172655217375	-0.0296344010241443
"78"	100	1	0.0737662105438293	0.0338032872280959	0.107569497771925
"79"	100	1	-0.347321084841817	0.372648090395781	0.0253270055539634
"80"	100	1	-0.333011583599172	0.347293648797829	0.0142820651986573
"81"	100	1	0.262085366795364	-0.212866821187998	0.0492185456073657
"82"	100	1	-0.0687616080393164	0.0233598018184565	-0.0454018062208599
"83"	100	1	-0.024955015450147	0.0110163256220806	-0.0139386898280665
"84"	100	1	-0.161642374262771	0.229106465517573	0.0674640912548025
"85"	100	1	0.0339091513332351	-0.0173455350823405	0.0165636162508946
"86"	100	1	-0.516934097001298	0.448451696813705	-0.0684824001875932
"87"	100	1	0.260199667177907	-0.365406536471532	-0.105206869293624
