"V1"	"V2"	"V3"
"1"	-1.08151988259453	-0.956440202904489	-2.03796008549902
"2"	1.10491776802554	0.797730223571826	1.90264799159736
"3"	0.389394361349556	1.50658822657957	1.89598258792913
"4"	-0.971818056805291	-0.309439407834054	-1.28125746463935
"5"	-0.575114488733704	0.453122523942326	-0.121991964791377
"6"	0.331494153313092	-1.07392939295173	-0.742435239638642
"7"	-0.673519898723681	-0.428013693757191	-1.10153359248087
"8"	-0.493189926351822	-0.747023799737622	-1.24021372608944
"9"	-0.178150262918584	-0.640448942797412	-0.818599205715997
"10"	-0.436716399597149	0.0843295867625385	-0.35238681283461
"11"	-0.938986925792318	0.12029987799144	-0.818687047800878
"12"	1.34327944605166	-0.262389484998066	1.08088996105359
"13"	0.00808093725755413	0.407847266706571	0.415928203964125
"14"	0.945568055211767	0.118855769279934	1.0644238244917
"15"	-0.10776550541311	0.802635980211387	0.694870474798277
"16"	-0.126583902769116	0.788293426909276	0.66170952414016
"17"	0.083744794075952	0.694302624967448	0.7780474190434
"18"	1.16925236389084	-0.199213733816373	0.970038630074463
"19"	-0.181438884964109	0.248649464671759	0.06721057970765
"20"	-0.475500924358345	-0.0634928839639139	-0.538993808322259
"21"	0.398879833231261	0.310378238199165	0.709258071430426
"22"	-1.12803918476055	0.415547610442185	-0.712491574318361
"23"	-0.353111295277692	-0.39937234186427	-0.752483637141962
"24"	0.828383385299018	-0.788570644401347	0.0398127408976708
"25"	0.0429302583585961	-0.662118406839821	-0.619188148481225
"26"	-0.564786858029475	1.02727031711815	0.462483459088678
"27"	-0.568920717600326	0.115383534173714	-0.453537183426612
"28"	-0.610436067823596	-0.41119533038034	-1.02163139820394
"29"	-1.11631195712006	1.18501162515556	0.068699668035509
"30"	0.577914682389783	1.19214499655752	1.7700596789473
"31"	-0.565134838922787	0.249076428902932	-0.316058410019855
"32"	1.51774072621989	1.55667955161432	3.07442027783421
"33"	-0.190143632337984	0.239687477754557	0.0495438454165732
"34"	-0.158954301731761	0.0582358184575391	-0.100718483274222
"35"	-0.3728111995165	0.380889259463376	0.00807805994687621
"36"	0.223090073472868	-0.427427087542135	-0.204337014069267
"37"	1.10463668170624	0.790997716151841	1.89563439785808
"38"	-0.422706603805022	-0.858493243211672	-1.28119984701669
"39"	1.26885934601611	-0.711312531224074	0.557546814792033
"40"	0.131804118390265	-1.0917464341957	-0.959942315805438
"41"	-0.705578213253552	1.13983279980728	0.434254586553733
"42"	-1.1946837439376	0.57308147768454	-0.621602266253063
"43"	0.556821403904426	0.815431944391494	1.37225334829592
"44"	0.407635863137267	-1.26023837485157	-0.852602511714301
"45"	-1.14541940688044	0.901262420837649	-0.244156986042792
"46"	1.07903466506997	-0.0463233548705635	1.03271131019941
"47"	0.108583664725873	-0.404784598890301	-0.296200934164429
"48"	-0.842967701032389	1.9690833947963	1.12611569376391
"49"	0.119438042282329	-0.763178502974512	-0.643740460692184
"50"	0.801389819961952	0.337587086600778	1.13897690656273
"51"	1.28489121220606	0.448579973750735	1.73347118595679
"52"	1.52116098391141	0.962892819249242	2.48405380316065
"53"	0.12112567761206	0.398873421056595	0.519999098668655
"54"	-0.600034767967018	-0.293432132297829	-0.893466900264848
"55"	-0.667007408918574	0.612086878845665	-0.0549205300729089
"56"	-0.887539817387866	-0.744688069951322	-1.63222788733919
"57"	-0.0753771433637069	0.375181210687231	0.299804067323524
"58"	0.535214529808636	0.254269477710852	0.789484007519488
"59"	0.0107508273311732	-0.804314293830782	-0.793563466499609
"60"	-0.391925103898602	-0.525881841369753	-0.917806945268355
"61"	-0.852276903918724	0.863850881716703	0.0115739777979793
"62"	1.4017308949125	0.105989325152022	1.50772022006453
"63"	1.75480715881787	0.145729272003415	1.90053643082129
"64"	-0.135450022053969	0.818625377523747	0.683175355469778
"65"	0.289064363229186	-0.564102897437886	-0.2750385342087
"66"	0.340028534046551	-0.310602016506403	0.0294265175401478
"67"	-0.337372747721892	0.864201298360683	0.526828550638791
"68"	-0.730809552227028	0.0454475017483194	-0.685362050478709
"69"	0.604738075791111	1.1749104516403	1.77964852743141
"70"	-0.35604966691805	-0.754801850511303	-1.11085151742935
"71"	0.103593885631379	2.50789669815322	2.6114905837846
"72"	0.783617331299226	1.29420053522544	2.07781786652466
"73"	-0.0517221429776518	0.745478991361909	0.693756848384257
"74"	0.305889035996706	0.310655656608542	0.616544692605248
"75"	0.18802521374405	-0.586846586518656	-0.398821372774606
"76"	0.574871966784492	0.0219020001128474	0.596773966897339
"77"	-0.0679339963110919	-0.365413272701334	-0.433347269012426
"78"	-0.0379713212066529	-0.198623467840966	-0.236594789047618
"79"	0.156783579833322	-1.38164840803557	-1.22486482820225
"80"	0.528265012461327	-1.59524377992945	-1.06697876746813
"81"	0.732231301898785	0.616652688562667	1.34888399046145
"82"	-0.0516695968386563	1.07431135797843	1.02264176113977
"83"	0.55466392216961	-0.434781057062999	0.119882865106611
"84"	-1.20712824208319	-0.636352123725838	-1.84348036580903
"85"	-0.402669185155941	0.457505688446942	0.0548365032910009
"86"	0.0443812418473705	0.217849743555363	0.262230985402734
"87"	0.622541458861196	-1.31795921673381	-0.695417757872617
"88"	-0.748091358711892	0.387666007843001	-0.36042535086889
"89"	-1.36853117600771	0.176055110857599	-1.19247606515011
"90"	0.573751438019551	-0.831159839776719	-0.257408401757169
"91"	0.0948011710508131	0.585446361252283	0.680247532303096
"92"	0.310469724012605	-0.222422616918014	0.0880471070945906
"93"	1.54004155904949	0.506291640150159	2.04633319919965
"94"	0.577317806882322	0.979245382070344	1.55656318895267
"95"	0.505638304515037	0.688702069603112	1.19434037411815
"96"	0.215067443235497	-0.276452083763881	-0.0613846405283842
"97"	-0.566749673586344	-1.07171571259586	-1.6384653861822
"98"	0.35695897652779	-0.339213877889742	0.017745098638048
"99"	1.10067037799139	0.600469234998087	1.70113961298948
"100"	-0.547544589017697	-0.356646109209783	-0.90419069822748
"101"	0.174360358674116	-0.881997245428531	-0.707636886754415
"102"	-0.272792379977443	-0.336016518979792	-0.608808898957235
"103"	-0.277653288913547	0.214252345381594	-0.0634009435319534
"104"	0.15751754180796	1.11935912227202	1.27687666407998
"105"	-0.195942864505706	-0.527668848038533	-0.723611712544239
"106"	-0.0236702150848894	-0.758249171413482	-0.781919386498372
"107"	-0.340930470720818	0.131607771622891	-0.209322699097926
"108"	0.619481342234561	-0.426037665022623	0.193443677211938
"109"	0.555323486260795	0.587579516350203	1.142903002611
"110"	-0.165709955573836	-0.514293478566453	-0.68000343414029
"111"	0.868738485419813	0.58097116710167	1.44970965252148
"112"	1.53452411323992	-0.526055528092239	1.00846858514768
"113"	-0.407417866637706	-0.290217415292035	-0.697635281929742
"114"	-1.00602859785654	1.39409348547074	0.388064887614201
"115"	-0.674838708999961	0.287716968603971	-0.38712174039599
"116"	-0.188998264961953	-0.924284233928965	-1.11328249889092
"117"	-0.00641729500191234	-0.354473874700843	-0.360891169702755
"118"	0.533783702240206	0.612812110376567	1.14659581261677
"119"	0.894778652748001	-0.181455589530194	0.713323063217806
"120"	-0.419139841823695	-0.3891087911701	-0.808248632993796
"121"	0.23270112759839	1.28928664493701	1.5219877725354
"122"	1.04184378351609	0.207956300672059	1.24980008418815
"123"	-0.362523361509844	-0.0190078307728595	-0.381531192282703
"124"	0.202817191168796	0.563526075401354	0.76634326657015
"125"	1.04400921845209	0.34774564019218	1.39175485864427
"126"	-0.556555414202073	-0.464246739159198	-1.02080215336127
"127"	0.0975423878174909	-0.33270156263241	-0.235159174814919
"128"	-1.11486502028161	-0.293553488989073	-1.40841850927068
"129"	-0.0537127608332083	0.816838054278868	0.76312529344566
"130"	-0.984292120088021	-0.289285120230954	-1.27357724031897
"131"	-0.838154199551278	0.0709841058863864	-0.767170093664892
"132"	0.221527166324439	-0.930269429784643	-0.708742263460204
"133"	-0.59973513357354	-1.0684628974322	-1.66819803100574
"134"	0.16230556236418	0.797344986363969	0.95965054872815
