"V1"	"V2"	"V3"	"V4"
"1"	100	0.000410125368453499	0.000283748649212485	0.000702780670719228
"2"	200	0.000753185293607396	0.000787381906879686	0.00153677777386725
"3"	300	0.00090307712217863	0.00110430563287817	0.00197526809327997
"4"	400	0.00122072327339956	0.00138041146070464	0.0026004893553404
"5"	500	0.00202413341889003	0.00181132894659272	0.00380564627947631
"6"	600	0.00276772916338022	0.00230015903416509	0.00506336834459189
"7"	700	0.00322462403839638	0.00279515055512329	0.00580861601342907
"8"	800	0.00378232272665647	0.00330859863903392	0.0069085241642576
"9"	900	0.00403504061889162	0.00391557444807026	0.00752379312265651
"10"	1000	0.0046263085001689	0.00446859849995494	0.00876428839196192
"11"	1100	0.00500766062608139	0.00533255338596399	0.00989770183952282
"12"	1200	0.00557579023207846	0.00640416899716962	0.0116345248799492
"13"	1300	0.00592266881472118	0.00702723627338534	0.0124300481234382
"14"	1400	0.00696003607614425	0.00733991854135815	0.0134242001073143
"15"	1500	0.00778564491709175	0.00767917447295503	0.0147769708629811
"16"	1600	0.00810614593399881	0.00843851526721162	0.0158886966752073
"17"	1700	0.00855180861139434	0.0103940135563388	0.0182500585874292
"18"	1800	0.00906003956910051	0.0106185435621913	0.0192093064829387
"19"	1900	0.00971739275113596	0.0112973353867624	0.0203611944987567
"20"	2000	0.0102947946208309	0.0117653457961293	0.0211702407247676
"21"	2100	0.0101613766495253	0.0122906974719141	0.0219126096891396
"22"	2200	0.0102766819581061	0.0131565844179437	0.0228449773059151
"23"	2300	0.0112691339066703	0.0136442298347252	0.0246902642829359
"24"	2400	0.0115975809233719	0.0142348594535544	0.0253596294380166
"25"	2500	0.0118699932118511	0.0148523233013724	0.0265271898158919
"26"	2600	0.0124385451695596	0.0151643801021592	0.0269538348120148
"27"	2700	0.0134656751288883	0.0158597520643826	0.0289602457351975
"28"	2800	0.0137192758920621	0.0161949440411859	0.0295276579231034
"29"	2900	0.0144244162305547	0.0167355634207983	0.0306943048169352
"30"	3000	0.0152601360321958	0.017406314309738	0.0322520056165186
"31"	3100	0.0156197125161423	0.0176930304173306	0.0329298114792756
"32"	3200	0.0156186552103819	0.0179747520789493	0.033536232185528
"33"	3300	0.0167126691872348	0.0179301141987714	0.0345154646528768
"34"	3400	0.0172325906877893	0.0186075899255391	0.0355886459849543
"35"	3500	0.0176616255816771	0.0186249222225965	0.0361334523704402
"36"	3600	0.0183702651767846	0.0188053666117908	0.036874042709176
"37"	3700	0.0186737522460122	0.0192357716485711	0.0371417310489573
"38"	3800	0.0190626137736828	0.0201607858013118	0.0389622397898676
"39"	3900	0.0194562107637579	0.0205743975871147	0.0404701444741462
"40"	4000	0.019961068015565	0.0207661332035941	0.0414726908242826
"41"	4100	0.0205954516259978	0.0213265401070011	0.0425325915918608
"42"	4200	0.0212233111492008	0.0217629834535511	0.0430657822908258
"43"	4300	0.0214748387083083	0.0221642236701814	0.0438853862914495
"44"	4400	0.022477261021248	0.0220654750975563	0.043999240118315
"45"	4500	0.0231071919543756	0.0227275169229641	0.0448584030963478
"46"	4600	0.0238998067385519	0.0232262846705345	0.0461364273223576
"47"	4700	0.0241516322203167	0.0233471607201496	0.0463203061810389
"48"	4800	0.0249857635979233	0.0240105052735123	0.0481473406138958
"49"	4900	0.0254253397850156	0.0235025318807496	0.0472630199451403
"50"	5000	0.0264292283565598	0.0240246446758943	0.048938938485526
"51"	5100	0.0264828201138395	0.0245680897199256	0.049811081554934
"52"	5200	0.0261418905604879	0.0253414886987554	0.0503093194488399
"53"	5300	0.0265101147753569	0.0259133147551318	0.0512983083432713
"54"	5400	0.0271070754713944	0.0266669831104896	0.0528623446911857
"55"	5500	0.0281811663019594	0.0267969276763053	0.0543397594440711
"56"	5600	0.0287773398463321	0.0270659503157971	0.0554310268763594
"57"	5700	0.0292632900662891	0.0274164936124704	0.0567935166450139
"58"	5800	0.0297762657664022	0.027301617221697	0.0571402317888553
"59"	5900	0.0301275979231105	0.0277786507192237	0.0583163851112148
"60"	6000	0.0303379154688921	0.0293167769916821	0.0600447611316788
"61"	6100	0.0310731445098372	0.0297093557805421	0.0610880558935566
"62"	6200	0.0317740767138812	0.0300207785171411	0.0618469668546194
"63"	6300	0.0317550860931892	0.0305029258494366	0.0624151203439373
"64"	6400	0.0321033898196593	0.0313420498261737	0.0636265598561278
"65"	6500	0.0326252207331119	0.0318859354298471	0.0639119557616055
"66"	6600	0.0323873427298389	0.0320782608956097	0.0641586538192486
"67"	6700	0.0327578538636158	0.0328813429010427	0.0643455265136035
"68"	6800	0.0334577794569048	0.0335155765000088	0.0655734292716159
"69"	6900	0.0338277054533342	0.0336760706315524	0.066405394113023
"70"	7000	0.0341136854231925	0.0340335156733201	0.0663726333001803
"71"	7100	0.0349864145481434	0.0347988629142746	0.0679608606610906
"72"	7200	0.0355417686410552	0.0358375418885261	0.0700382073993838
"73"	7300	0.0366468557479023	0.036349637158643	0.0723423779759861
"74"	7400	0.0371535036790575	0.0362311595643691	0.07346748990143
"75"	7500	0.037718509963204	0.036170468386895	0.0741836787835341
"76"	7600	0.0378829677259393	0.0370725025527255	0.0758734715957357
"77"	7700	0.0389497703335228	0.0370338007389261	0.0778312036262232
"78"	7800	0.0400561330365808	0.0377834155574655	0.0801282502058128
"79"	7900	0.0406708400383228	0.0380657234042637	0.081715130665728
"80"	8000	0.0415613453389321	0.0399002440524784	0.0845746522438246
"81"	8100	0.0420110595081281	0.0407613264265764	0.0865465485727002
"82"	8200	0.043108068103593	0.0407884460476008	0.0884442325912037
"83"	8300	0.0432406222013303	0.0413790397230002	0.0889832387644491
"84"	8400	0.0437259434355704	0.0420883289547827	0.0900157822869742
"85"	8500	0.0450312045656835	0.0425209916496865	0.0912494167710212
"86"	8600	0.0453777854993167	0.0428991001116738	0.0917643686493479
"87"	8700	0.0456039676221177	0.0435010647454833	0.0933070656358821
"88"	8800	0.046148583491798	0.0440142957002128	0.0949993888097237
"89"	8900	0.0463481832681352	0.044462050863084	0.0954798371441291
"90"	9000	0.0469990785043259	0.0453619409656738	0.0959148919425462
"91"	9100	0.0479017930734811	0.045316334406233	0.0958649290883
"92"	9200	0.0482602263055982	0.0457795127481114	0.0957238737600539
"93"	9300	0.0484424578833529	0.0457593723201203	0.09509246078841
"94"	9400	0.0489047387771503	0.0459277384518627	0.0948896170979616
"95"	9500	0.0498082876763321	0.0459488694102923	0.095105379254058
"96"	9600	0.0503665020027243	0.0464439815092374	0.0961694835678853
"97"	9700	0.0514434495171434	0.0463133830336601	0.0984405012692077
"98"	9800	0.0517504939390241	0.0460578970423406	0.0984222822552912
"99"	9900	0.0515819993047318	0.0466069861225444	0.0984890346226566
"100"	10000	0.0522714531699165	0.0463830825959611	0.0988268979192121
"101"	10100	0.0532317540825654	0.0466905394038179	0.100410215254993
"102"	10200	0.0537762501391483	0.0467136688464442	0.100464861494827
"103"	10300	0.0539776036147507	0.0465915271554259	0.0996985096323921
"104"	10400	0.0545513918473857	0.0472081267991143	0.100662016799503
"105"	10500	0.0548981124096119	0.0473010100332437	0.10131802850412
"106"	10600	0.0551406988923508	0.047520070759563	0.10245360482956
"107"	10700	0.0563598591913115	0.0479005246187765	0.104138262711951
"108"	10800	0.0566323173650252	0.0483555173624942	0.104810667860176
"109"	10900	0.0570360629029944	0.0483390168502372	0.105153414889384
"110"	11000	0.0575993274529199	0.0489339427381914	0.105833659230177
"111"	11100	0.0591771460433923	0.0498844326952395	0.107062656981574
"112"	11200	0.0602026550920515	0.0509895900486527	0.10932590341466
"113"	11300	0.0610488515249315	0.0505761565151837	0.110677053619132
"114"	11400	0.0619639706501385	0.0510678000184224	0.111610125872971
"115"	11500	0.0627207412779769	0.0518919120491959	0.113191644969846
"116"	11600	0.0625681953479474	0.0527059540521516	0.11268604120499
"117"	11700	0.0626799876102235	0.0531805389499336	0.113086756960554
"118"	11800	0.0629432696210616	0.0534745251297463	0.113728761397105
"119"	11900	0.0658102232009363	0.053538661485544	0.115819979748866
"120"	12000	0.0666812008421882	0.0541787075382954	0.118872478862858
"121"	12100	0.0667137431848605	0.0545414529862468	0.119624282512999
"122"	12200	0.0683991292823418	0.054624128717139	0.121157282516903
"123"	12300	0.0680232779690522	0.0556242124402243	0.122185743177499
"124"	12400	0.0689938037596396	0.0562196220304313	0.124458434818443
"125"	12500	0.0687800848933871	0.0562245170147081	0.12325878324511
"126"	12600	0.0690162986084232	0.0564838636733413	0.123448636054866
"127"	12700	0.0689774478343651	0.0566809613350372	0.124518822820443
"128"	12800	0.0692453882909545	0.0574248227427809	0.125392528000219
"129"	12900	0.0696097571588074	0.0571061788377571	0.125650061349829
"130"	13000	0.07032631583597	0.0571611621488159	0.126162998654442
"131"	13100	0.0706784585660681	0.0570245034283792	0.12725504902503
"132"	13200	0.0708402308897981	0.0569226618866766	0.126018072984657
"133"	13300	0.073107218737929	0.0568348498107675	0.127612264251193
"134"	13400	0.0737624305596237	0.0565186897797358	0.128130713013693
"135"	13500	0.0750968071826729	0.0574115664069931	0.131316811151875
"136"	13600	0.0773421157217155	0.0585602292077158	0.134564293708872
"137"	13700	0.0783883290925771	0.0589446313538566	0.136350481831037
"138"	13800	0.0789473679489252	0.0589037864948537	0.136619226791772
"139"	13900	0.0790485879554972	0.0581847019652297	0.136227629113371
"140"	14000	0.0795782258012388	0.0587383119981515	0.137741233559356
"141"	14100	0.0792870065731001	0.0590385952829074	0.137072692633251
"142"	14200	0.0801656794337403	0.0599221124966515	0.138894726780119
"143"	14300	0.0792714855646512	0.0605278421793698	0.137940243285492
"144"	14400	0.0794773879026991	0.0611807990849312	0.139103732590127
"145"	14500	0.0798225955114844	0.0608524426077342	0.139684997813329
"146"	14600	0.0811268744729771	0.0608170975510748	0.139903336975056
"147"	14700	0.0811722202757082	0.0606718569225087	0.140765188113636
"148"	14800	0.0812149358275806	0.0607476331763075	0.141103738971792
"149"	14900	0.0821028791970167	0.0610642993954504	0.142148507069092
"150"	15000	0.0811186844392485	0.0617988362710143	0.143475112377968
"151"	15100	0.080822112804086	0.0619532715513793	0.143753068692777
"152"	15200	0.0819837555006676	0.0627250454660691	0.146050872100801
"153"	15300	0.082706135340678	0.0632037073142769	0.146538983635557
"154"	15400	0.0841836619435486	0.0635597172881884	0.148824449554987
"155"	15500	0.0838942926956007	0.0641567063753243	0.148653494930024
"156"	15600	0.0851082329520192	0.0642987914283266	0.151464345290365
"157"	15700	0.0855889234868193	0.0649730905859019	0.152121827697156
"158"	15800	0.0854710584864002	0.0648011205417263	0.152423879237199
"159"	15900	0.0857345018235824	0.0642693523959033	0.150854519218242
"160"	16000	0.0867335548386861	0.0643050089705189	0.152352220149013
"161"	16100	0.0879771827343193	0.0645301607184885	0.152987749644344
"162"	16200	0.0880312827365917	0.0645308045219655	0.153617719234358
"163"	16300	0.0894705051831858	0.0649895912936302	0.154973803559528
"164"	16400	0.0898171876983102	0.0656687893814626	0.155991848605591
"165"	16500	0.0910580765252385	0.0660328857999647	0.156668134942113
"166"	16600	0.0918705664053446	0.0667926376998078	0.15942279476102
"167"	16700	0.0917685951199206	0.0670888677086475	0.158971680086009
"168"	16800	0.0918865576689792	0.0672333570709126	0.158805906154813
"169"	16900	0.0935338709626173	0.0671267355111746	0.160798037210933
"170"	17000	0.0937894874437452	0.0673761891235998	0.162030754698634
"171"	17100	0.0933677746387441	0.0682641047082597	0.160282384804365
"172"	17200	0.0938846665469975	0.0685594963541207	0.161086158038514
"173"	17300	0.0941549397806971	0.0685040777423964	0.160090010371837
"174"	17400	0.0940717336565797	0.069425283595503	0.160323245404588
"175"	17500	0.0938983422393656	0.0692266217775087	0.160243313883121
"176"	17600	0.0942289718111584	0.0697467680543845	0.161785610140159
"177"	17700	0.0950800890025743	0.0706093465371085	0.163240891437144
"178"	17800	0.0959812954012525	0.0708200874072893	0.164051262968861
"179"	17900	0.0959293129209985	0.0712921053709765	0.164798064438264
